answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
827326,1461883,926792, ХХ аср сўнггида республиканинг асосий театрлари бошига тушган оғриқли йўқотишлар рўйи-рост ва холис таҳлил этилади.,599,715,,Дилором Каримова: Севгим менинг андуҳим менинг нималар муҳокама қилинган?,Dilorom_Karimova_Sevgim_mening_anduhim_mening.txt,"зи китобхонни таъсирлантиради. Умр шомида икки бахтсизнинг ўйноқи ҳазил сабаб бир-бирига меҳр қўйиши воқеалари лабда нимтабассум, кўнгилда ҳамдардлик билан ўқилади.
""Театр"" эссесида эса театр оламининг жозибали ҳаёти ортидаги зиддиятли, мураккаб воқеалар бир актёр  тақдири орқали ёритилади. Хусусан, ХХ аср сўнггида республиканинг асосий театрлари бошига тушган оғриқли йўқотишлар рўйи-рост ва холис таҳлил этилади.
Kitob 304 betdan iborat. 2020-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilorom-karimova-sevgim-mening-anduhim-mening"
827327,1461334,926793,asalga,755,761,,Qalblardan so'rang kitobi nimaga o'xshatilgan?,Abdulqodir_Samarqandiy_Qalblardan_sorang.txt,"ayotidan keltirgan ibratli rivoyatlarini sevib mutolaa qiladi. Ular eskirmaydi, qayta-qayta o‘qigan kitobxon ham zerikmaydi. Bu hikmatlar, rivoyatlardan internetga kirmaydigan keng kitobxon ommasining ham bahramand bo‘lishlarini istadik. Qo‘lingizdagi kitob ana shu maqsadda yuzaga keldi.
Bu kitobni asalga o‘xshatish mumkin. Asalari guldan gulga qo‘nib, rango-rang iforlaru anvoyi shiralardan shifobaxsh asal to‘plagani singari, muallif ham turli manbalardan turfa hikmatlar va taʼsirli rivoyatlarni tergan, baʼzilariga o‘zining xulosalari-ni ham ilova qilgan. Shu sababdan ham kitobni o‘qirkansiz, ketgan"
827328,1461884,926794, Olam manzarasining milliy-madaniy va lingvokognitiv kategoriyalanishi,18,88,,"Dilrabo Baxronovaning qaysi kitobi magistrantlar, olimlar filologlar hamda sohaga qiziqqanlar uchun mo‘ljallangan?",Dilrabo_Baxronova_Olam_manzarasining_milliy-madaniy_va_lingvokognitiv_kategoriyalanishi.txt,"Dilrabo Baxronova: Olam manzarasining milliy-madaniy va lingvokognitiv kategoriyalanishi
Mazkur monografiyada xalq va mentalitet, kategoriya, inson- til - tafakkur - madaniyat, lingvokognitiv dunyoqarash, olamning turli (lisoniy, milliy-madaniy, folklor, mifologik) manzaralari, konseptual tadqiqotlar, etnoslar tarixi va shaxsning lisoniy ongi, badiiy matnning konseptual mag‘zi, lisoniy"
827329,1461335,926795,"iqa (arab.– chaqaloq sochini olish, qurbo",153,194,,Aqiqa so'zining lug'aviy ma'nosi nima?,Abdumannon_Abdulloh_Qurbonlik_soyishlar_va_aqiqaga_oid_masalalar.txt,"Abdumannon Abdulloh: Qurbonlik so‘yishlar va aqiqaga oid masalalar
&lt;&lt;Qurbonlik so‘yishlar va aqiqaga oid masalalar&gt;&gt; - Abdumannon Abdulloh
Aqiqa (arab.– chaqaloq sochini olish, qurbonlik so‘yish) – musulmon oilalarida yangi tug‘ilgan bolaga ism qo‘yish va qorin sochi (bolaning tug‘ilgandagi sochi)ga qaychi urish bilan bog‘liq odat. Johiliyat davridagi turli maʼbud va maʼbudalarga atab qilinadigan qurbonliklar o‘rniga musulmon oilasida farzand tug‘ilganligining shukronasi sifati"
827331,1461335,926797,"ida Aqiqani chaqaloq tug‘ilgan kunning 7 yoki 14, yoxu",590,644,,Aqiqani qachon amalga oshirish tafsiya qilingan?,Abdumannon_Abdulloh_Qurbonlik_soyishlar_va_aqiqaga_oid_masalalar.txt,"tug‘ilgandagi sochi)ga qaychi urish bilan bog‘liq odat. Johiliyat davridagi turli maʼbud va maʼbudalarga atab qilinadigan qurbonliklar o‘rniga musulmon oilasida farzand tug‘ilganligining shukronasi sifatida bir qo‘y so‘yib (imkoniyatga qarab) Aqiqa marosimini o‘tqazishlik joriy etilgan.Islom anʼanasida Aqiqani chaqaloq tug‘ilgan kunning 7 yoki 14, yoxud 21 kunlari o‘tkazish tavsiya etiladi. Bu kunlarda Aqiqa o‘tkazilmay qolinsa, so‘ng qaysi kunda, qachon amalga oshirilsa ham vazifa bajarilgan hisoblanaveradi.
Ushbu kitobda siz qurbonlik va aqiqaga oid savollaringizga sharʼiy javoblar topasiz.
Kitob 192 betdan iborat. 2019-yilda chop etilgan.
Ko'p"
827333,1461885,926799,Sukut,20,25,,Dilrabo Mingboyevaning qaysi kitobi 96 betdan iborat?,Dilrabo_Mingboyeva_Sukut.txt,"Dilrabo Mingboyeva: Sukut
Ayni to'lamdan joy olgan she'rlarni o'qiyotganingizda eng yangi va eng ozoda so'zni izlayotgan, yashashga chanqoq parvozdagi yurakni uchratasiz. Bitiklardagi o'ktam tavallolar, nafis tuyg'ular, oqpar so'roqlar-u ojizona duolar qatidan insoniyatning asriy nidosi hayqirib chiqadi:""Men - kimman?.. Umr"
827335,1461337,926801,Abdumurod Tilavov: Farzandingiz maktabga tayyormi,0,49,,Farzadimni maktabga tayyorlash uchun qaysi kitobdan foydalansam bo'ladi?,Abdumurod_Tilavov_Farzandingiz_maktabga_tayyormi.txt,"Abdumurod Tilavov: Farzandingiz maktabga tayyormi
Qo'lingizdagi mazkur kitob maktabga talpinayotgan jajji farzandlaringiz uchun tayyorlandi. Unda zehnni charxlashga moʻljallangan bir-biridan muhim va qiziqarli ma'lumotlar o'rin olgan. Kitobdagi mashqlarni bolangiz bilan birga bajarishga vaqt ajratsangiz, yaxshi natijaga erishasiz. Farzandingizga p"
827343,1461886,926809,"Ushbu kitob esa ramzlar tilini o‘rganishdagi urinishlarning bir ko‘rinishi - dunyo xalqlari madaniyati, diniy, mifologik, poetik tafakkuridan bahramand bo‘lish ishtiyoqining natijasi.",191,374,,Dilrabo Mingboyeva: Timsollar tilsimi kitobi nimani takidlaydi?,Dilrabo_Mingboyeva_Timsollar_tilsimi.txt,"Dilrabo Mingboyeva: Timsollar tilsimi
""Ramzlar ongosti - ko‘ngil tubining mevasi"", deydi Erix Fromm va shuning uchun ham ularni biror chet tilini o‘zlashtirgan kabi o‘rganishni taklif etadi. Ushbu kitob esa ramzlar tilini o‘rganishdagi urinishlarning bir ko‘rinishi - dunyo xalqlari madaniyati, diniy, mifologik, poetik tafakkuridan bahramand bo‘lish ishtiyoqining natijasi.
Birinchi bo‘limda bu tilni o‘rganish jarayonida tug‘ilgan fikr-xulosalar adabiy maqolalar tarzida berilgan. Turli manbalardan qidirib yig‘ilgan, tarjima va tahrir qilingan, saralab, alifbo tartibida berilgan maʼlumotlar esa ikkinchi bo‘limdan o‘rin olgan. Uchinchi bo‘limda Borxesning ""Fantastik mav"
827344,1461887,926810,Kitob 112 betdan iborat.,512,536,,"Dilrabo Mingboyeva: Yo‘ldagi ayol kitob necha betdan iborat?
",Dilrabo_Mingboyeva_Yoldagi_ayol.txt,"ган чоғида умр бўйи ўз қалбига, Буюк Оллоҳига қарши борганини англайди. Аёл шундагина қибласи-қалби сари рамзий маънодаги сўнгсиз ва поёнсиз йўлга тушади...
Ушбу китоб йўлдаги аёлнинг биргина томчи кўзёши, туйғулари симфониясининг биргина нотаси. Уни сиз ҳам тинглашингизни ва англашингизни истадик.
Kitob 112 betdan iborat. 2020-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilrabo-mingboeva-juldagi-ayol"
827346,1461338,926812,Абдумутал домла Отабоев,41,64,,Одоб-ахлоқ ҳақида ҳадисларни тилимизда жамлаган муаллиф ким?,Abdumutal_Otaboyev_Odoblar_sarchashmasi.txt,"Abdumutal Otaboyev: Odoblar sarchashmasi
Абдумутал домла Отабоев ушбу китобида муҳаддислар султони, улуғ бобомиз Имом Бухорий тўплаган одоблар ҳақидаги саҳиҳ шарҳ-изоҳлар битилган. Китоб бугунги ёшлар тарбияси ва маънавияти юксалиши учун жуда аҳамиятлидир.
Чунки унда энг муҳим, инсон учун сув ва ҳаводай зарур бўлган гўзал одоблар, уларнинг фазилатлари баён этилг"
827348,1461339,926814,Shayx Usmonxon Temirxon o‘gli,521,550,,2021-yilning boshida O'zbekiston Musolmonlar idorasi rahbari kim edi?,Abdunosir_Shirdoniy_Musulmon_uchun_30_vaz.txt,"iyatini yaxshiroq bilib olasiz. Zararli illatlar oqibatini chuqurroq anglab yetasiz. Qurʼoni Karim oyatlari va hadisi shariflar asosida aytilgan vaʼzlar, pand nasihatlarni o‘qiysiz. Ushbu nasihatlar, pandlarni o‘qib, ularga amal qilsangiz, ikki dunyo saodatiga erishasiz inshoolloh.
Masʼul muharrir: Shayx Usmonxon Temirxon o‘gli, O‘zbekiston musulmonlari idorasi raisi, muftiy
Muharrirlar: Tolibjon Nizom Ulug‘bek Sulton
Kitob 272 betdan iborat. 2021-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdunosir-shirdonii-musulmon-uchun-30-vaz"
827431,1461370,926885,Abror Pir Muhammad,285,303,,O'zbekiston futbol jamoasining shifokori kim?,Abror_Pir_Muhammad_Sayr_ham_sayr_sport_ham_yoxud_Terma_Taqim_tabibining_taassurotlari_Tunisning_totli_taassurotlari.txt,"Abror Pir Muhammad: Sayr ham sayr, sport ham... yoxud Terma Taqim tabibining taassurotlari. Tunisning totli taassurotlari
Uzoq yillardan buyon futbol bo‘yicha O‘zbekiston milliy terma taqimi hamda “Lokomotiv” professional futbol klubida bosh tabib sifatida faoliyat yuritib kelayotgan Abror Pir Muhammadning jamoa bilan turli xorijiy yurtlarga qilgan safarlari mobaynida ko‘rishga muvaffaq bo‘lgan ajoyib futbol o‘yinlari va guvohi bilan g‘aroyib voqea-hodisalar haqidagi taassurotlari bitilgan ""Sayr ham sayr, sport ham..... yoxud ""Terma taqim tabibining taassurotlari"" nomli turkum safar qissalarining"
827393,1461355,926852,bizni kamolotga eltuvchi yo‘l bo‘lish,192,229,,ZAKOVAT o'yinining asosiy maqsadlaridan biri nima?,Abdurasul_Abdullayev_Daqiqa_qadri_(1-kitob).txt,"Abdurasul Abdullayev: Daqiqa qadri (1-kitob)
Inson aqli va tafakkuri jamiki muammolarni yechishga qodir. Bizning butun qadr-qimmatimiz, kuch-qudratimiz bilimdonlikdadir. Aynan shu fikrlarimiz bizni kamolotga eltuvchi yo‘l bo‘lishi lozim. “Zakovat” intellektual o‘yinining asl maqsadi ham shu. Shu bois ushbu ko‘rsatuv teletomoshabinlar diqqat-eʼtiborini qozonib kelmoqda.
Teleboshlovchi Abdurasul Abdullayevning muallifligi ostida nashr qilingan ""DAQIQA QADRI"" nomli ushbu kitob 1001 savol va uning 1001 javobidan iborat. Shuning"
827352,1461341,926818,"Бўлмаса ишқ, икки жаҳон бўлмасун...",38,73,,Навоийнинг севги ҳақида келтирган жумлалари ...,Abduqayum_Yoldoshev_Ishq_afsunlari.txt,"Abduqayum Yo‘ldoshev: Ishq afsunlari
“Бўлмаса ишқ, икки жаҳон бўлмасун...” дейди ҳазрат Навоий. Мутаффакирлар севмаган одамни тўлақонли яшамаган инсон деб ҳисоблашади. Бу бежиз эмас, албатта. Ҳаёт моҳияти, шодлиги, қувончи ва ҳаттоки, изтироб-аламлари айнан ишқ-муҳаббатда намоён бўлади. Севги ҳар бир юракда янгиланади, ҳар бир ошиқ унинг сира такрорланмас янги-янги қирра"
827355,1461888,926819,Men ushbu kitob ustida ish olib borayotganimda boshi berk ko‘chada ekanligimni tushunib yetdim. Unga sabab bo‘ladigan omillarni qidirib topmagunimcha izlanishda davom etdim.,67,240,,Dilro'z: Billur tomchilar kitobida o'zi haqida nimalarni takikdlargan?,Dilroz_Billur_tomchilar.txt,"Dilro'z: Billur tomchilar
Ushbu kitob o‘z-o‘zidan kashf etilmagan. Men ushbu kitob ustida ish olib borayotganimda boshi berk ko‘chada ekanligimni tushunib yetdim. Unga sabab bo‘ladigan omillarni qidirib topmagunimcha izlanishda davom etdim. Hayotim davomida uchragan qiyinchiliklarni yengib o‘tganligimni hisobga olib, har safar o‘zimda ilhomlantiruvchi ilohiy kuch topganligimdan ajablanmadim.
Dilro'z
Kitob 180 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilruz-billur-tomchilar"
827356,1461343,926820,Abduqayum Yo'ldoshev: Mubtalo,0,29,,Yosh bolalarga insonlar haqida ko'proq o'rganish uchun qanday kitob mavjud?,Abduqayum_Yoldoshev_Mubtalo.txt,"Abduqayum Yo'ldoshev: Mubtalo
To‘plamga Abduqayum Yo‘ldoshevning turli yillarda yozilgan hikoyalaridan saralari tanlab olindi. Yozuvchi o‘z hikoyalarida dunyoning eng murakkab, anglash mushkul sinoati hisoblangan odamzodni iloji boricha, butun go‘zalliklari, nafosati, quvonchu qayg‘usi, fazilati-yu illati bilan rango-rang bo‘yo"
827357,1461889,926821,"Dunyodagi barcha mavjudotlar o‘z shodlik va g‘amini ichiga sig‘dira oladi, faqat insongina bundan mustasno. ",49,157,,Dilshoda Saidolimova: Urushdan qaytmagan bolalar kitobida nimalarni tasvirlaydi?,Dilshoda_Saidolimova_Urushdan_qaytmagan_bolalar.txt,"Dilshoda Saidolimova: Urushdan qaytmagan bolalar
Dunyodagi barcha mavjudotlar o‘z shodlik va g‘amini ichiga sig‘dira oladi, faqat insongina bundan mustasno. U o‘z dardu g‘amiga bardosh berolmay nayni, kuy va g‘azalni yaratdi. U o‘z sevinchini yashirolmay chirmandani, raqsni va tabassumni o‘ylab topdi. Balki shuning uchun ham u Insondir?
Kitob 280 betdan iborat. 2023-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilshoda-saidolimova-urushdan-"
827359,1461346,926823,Abdurahim Xoldorov: Muallimi soniy,0,34,,QR kodga ega Muallimi Soniy kitobi qaysi?,Abdurahim_Xoldorov_Muallimi_soniy.txt,"Abdurahim Xoldorov: Muallimi soniy
Ushbu risola arab alifbosidagi harflarning o‘qilishi va yozilishini o‘rganuvchilar uchun zaruriy qo‘llanmadir. O‘quvchilar harflarning yozma shaklini berilgan husnixat namunalari asosida ham amalda o‘rganib borishadi. Shuningdek, tajvid qoidalari bilan ham yaqindan tanishadilar. QR-kod orqali harfl"
827363,1461347,926827,qariyb qirq yillik,61,79,,G'ir g'ir shabada asari paydo bo'lishida qacha mehnat yotibdi?,Abdurahmon_Ibrohim_Gir-gir_shabada.txt,"Abdurahmon Ibrohim: G‘ir-g‘ir shabada
Abdurahmon Ibrohimning qariyb qirq yillik ijodi davomida bitgan hajviy asarlaridan saralab olinib, ushbu to‘plamga kiritilgan hikoya va hajviyalari bilan tanishar ekansiz, adib adabiyotimizning satira janri xazinasini yana-da boyitishga intilganining guvohi bo‘lasiz. Bu hikoya va hajviyalarda ayrim kishilarning xulq-atvori, tabiatida hamda"
827396,1461356,926855,Daqiqa qadri 2,131,145,,Zakovat o'yini nega ommalashib ketdi?,Abdurasul_Abdullayev_Daqiqa_qadri_(2-kitob).txt,"Abdurasul Abdullayev: Daqiqa qadri (2-kitob)
Teleboshlovchi Abdurasul Abdullayevning muallifligi ostida nashr qilingan navbatdagi ""Daqiqa qadri 2"" nomli kitobi ham avval nashr etilgan kitoblari kabi 1001 savol va uning 1001 javobidan iborat. Shuningdek, kitobda muallifning “Zakovat” intellektual o‘yini nima uchun ommalashgani, yana qanday qilsa u jozibali o‘yinga aylanishi mumkinligi haqidagi qiziqarli fikrlari keltirilgan.
Kitob barcha taʼl"
827399,1461357,926858,keng ommaga,933,944,,Abdurasul Abdullayev kitoblarini qaysi auditoriyaga moslaydi?,Abdurasul_Abdullayev_Daqiqa_qadri_(3-kitob).txt,"rning yetuk aql-idrok egasi bo‘lib yetishishlarida muhim qo‘llanma bo‘lib xizmat qilishi shubhasiz. Vatanimizning turli sarhadlarida istiqomat qiluvchi yurtdoshlarimizning maktublari va boshqa manbalar asosida to‘plam holiga keltirilgan ushbu qo‘llanma barchaga manzur buladi, degan umiddamiz.
Kitob keng ommaga mo‘ljallangan.
Kitob 320 betdan iborat. 2019-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdurasul-abdullaev-dakika-kadri-3-kitob"
827367,1461348,926831,Abdurahmon Ibrohim: Saratonning sariq yozi,0,42,,Olimlik yo'lidagi ichki hissiyotlarni o'z ichiga olgan asar qaysi?,Abdurahmon_Ibrohim_Saratonning_sariq_yozi.txt,"Abdurahmon Ibrohim: Saratonning sariq yozi
Ushbu to‘plamga adibning yangi qissa va hikoyalari kiritilgan. Ularning aksari ilm ahllari hayotidan, ilmiy izlanishlaridagi murakkabliklar va ziddiyatlar zamirida olimlarning ichki kechinmalari, orzu-intilishlari, ixtiro hamda kashfiyot yo‘lida tortgan qiyinchiliklari, ijod zavqining insonga qanot"
827401,1461890,926860,Kitob 88 betdan iborat,316,338,,"Dilshod Boltaboyev: ""Menkim, Dima Qayum"" kitobi necha betdan iborat?",Dilshod_Boltaboyev_Menkim_Dima_Qayum.txt,"ev: ""Menkim, Dima Qayum""
Ushbu kitobcha ijtimoiy tarmoqlarda Dima Qayum nomi bilan mashhur bo‘lgan rishtonlik Dilshod Boltaboyevning Facebookdagi shaxsiy sahifasida eʼlon qilingan hazil-hangomalaridan tarkib topgan. Ularda ""oddiy pechkachining"" (Dima Qayum iborasi) ulkan qalbini ilg‘ash qiyin emas.
Kitob 88 betdan iborat. 2017-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilshod-boltaboev-menkim-dima-qayum"
827368,1461349,926832,Абдуллоҳ ибн Ҳузофа,763,782,,Ҳазрати Умар қайси саҳобани ўпиши буюрган?,Abdurahmon_Rafat_Posho_Sahobalar_hayotidan_lavhalar.txt,"даёқ жаннатий деган башоратга сазовор бўлишди. Ушбу китобимизда илм, тақво ва амали билан танилган, орадан асрлар ўтсада, йўлчи юлдузларнинг қизиқарли ва мароқли ҳаёт қиссалари миллиардлаб қалбларга сурур олиб кирмоқда. Азиз ўқувчиларнинг қалблари ҳам иймон ва тақво завқини туяди, деган умиддамиз.
«Абдуллоҳ ибн Ҳузофани пешонасидан ўпиб қўйиш ҳар бир мусулмон зиммасидаги вазифадир. Буни мен биринчи бўлиб бошлаб бераман». 
Умар ибн Хаттоб.
Пайғамбаримиз алайҳиссалом асҳобларининг гўзал ибратларга тўла ҳаётлари билан танишинг!
Ko'proq: https://asaxiy.uz/uz/product/abdurahmon-rafat-posho-sahobalar-hayotidan-lavhala"
827402,1461891,926861,"Қўлланма умумтаълим мактаблари, академик лицей, касб-ҳунар коллежлари ўқувчилари, абитуриентлар ҳамда математика фанига қизиқувчи кенг китобхонлар оммаси учун мўлжалланган.
",70,243,,Dilshodjon Odinayev: Matematika mustaqil tayyorlanish uchun qo‘llanma kimlar uchun mo'jallangan?,Dilshodjon_Odinayev_Matematika_mustaqil_tayyorlanish_uchun_qollanma.txt,"Dilshodjon Odinayev: Matematika mustaqil tayyorlanish uchun qo‘llanma
Қўлланма умумтаълим мактаблари, академик лицей, касб-ҳунар коллежлари ўқувчилари, абитуриентлар ҳамда математика фанига қизиқувчи кенг китобхонлар оммаси учун мўлжалланган.

Kitob 208 betdan iborat. 2017-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dilshodzhon-odinaev-matematika-mustakil-tajyorlanish-uchun-kullanma"
827404,1461359,926863,«Qabrga kirgan g‘amgin kishiga xushxabar» ,192,234,,Suyutiyning barzah olami haqida qanday asari mavjud?,Abdurrahmon_Jaloliddin_Suyutiy_Barzax_hayoti_yoxud_qabrga_kirgan_momin_kishiga_xushxabar.txt,"Abdurrahmon Jaloliddin Suyutiy: Barzax hayoti yoxud qabrga kirgan mo'min kishiga xushxabar
Ushbu kitob mashhur «Jalolayn» tafsiri mualliflaridan biri hazrat Abdurrahmon Jaloluddin Suyutiyning «Qabrga kirgan g‘amgin kishiga xushxabar» asari tarjimasi bo‘lib, unda mo‘min kishining qabrdagi holi va unga yetadigan xushxabarlar haqida muhim maʼlumotlar jamlangan. Bu jihatdan asar har bir iymonli insonni solih amallar va komil ibodatlar bilan yashashga undaydi. Undagi har bir masala Qurʼon va hadis asosidagi dalil-hujjatlar ila isbotl"
827370,1461350,926834,Abdurahmon Raf’at Posho: Sahobalar hayotidan lavhalar 1-2 kitoblar,0,66,,Саҳобалар ҳаёти ҳақида батафсилроқ ўрганиш учун қўлланма борми?,Abdurahmon_Rafat_Posho_Sahobalar_hayotidan_lavhalar_1-2_kitoblar.txt,"Abdurahmon Raf’at Posho: Sahobalar hayotidan lavhalar 1-2 kitoblar
Саҳобалар ҳаёти 1400 ёилдан буён мўъмин-мусулмонлар учун ибрат мактаби бўлиб хизмат қилиб келмоқда. Чунки улар илк мусулмонлардир. Бу йўлда жонларини, молларини аямаган, ҳар қандай қийноқларга дош бериб, Ислом байроғини баланд кўтарганлар. Улар Пайғамбаримиз алайҳиссалом билан бир даврда яшаган. У "
827407,1461360,926866,Qayta tug'ilgan bola,20,40,,Balog'at davridagi jarayonlarni o'rgatuvchi kitob mavjudmi?,Abdusaid_Kochimov_Qayta_tugilgan_bola.txt,"Abdusaid Ko'chimov: Qayta tug'ilgan bola
O‘smirlik - inson hayotining eng murakkab, eng qaltis, eng nozik davridir. Bolalikdan balog‘atga o‘tish bosqichi hisoblanmish bu davrda xarakter shakllanadi, kuchli his-tuyg‘u, g‘ayrat-shijoat jo‘sh uradi; o‘smir qalb hissiyotga berilib, mustaqil bo‘lishga, o‘z qiyofasini namoyon qilishga intiladi."
827409,1461362,926868,Abituriyentlar matematikasi ,199,227,,Matematikadan majburiy blok uchun tayyorlanadigan kitobni tafsiya qila olasizmi?,Abituriyentlar_matematikasidan_Maxsus_testlar.txt,"Abituriyentlar matematikasidan Maxsus testlar
Asadullo Ozodov tomonidan abituriyentlar majburiy fanlari uchun maxsus yaratilgan ajoyib kitobni sotib olishingiz mumkin.
Ushbu kitob avvalgi nashrdagi ""Abituriyentlar matematikasi (https://t.me/ABTbooks/383)"" kitobining mantiqiy davomidir. Endi siz DTM standardlari asosida yaratilgan testlar asosida majburiy fan hisoblangan matematika faniga o'zi xos tarzda mukammal tayyorlanasiz! 2020-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abiturientlar-matematikasidan-mah"
827374,1461351,926838,asaxiy.uz/uz/product/abdurahmon-rafat-posho-tobeinlar-hayoti,669,729,,Саҳобалардан кейингилар ҳаёти ҳақидачи?,Abdurahmon_Rafat_Posho_Tobeinlar_hayoti.txt,"ётларидан олинган гўзал лавҳалар ўқувчиларга манзур бўлади, деган умиддамиз.
Мазкур китобда келтирилган ояти карималар таржимаси Қуръони каримнинг ўзбекча изоҳли таржимасидан олинди. Таржима ва изоҳлар муаллифи шайх Алоуддин Мансур.
Kitob 384 betdan iborat. 2018-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/abdurahmon-rafat-posho-tobeinlar-hayoti"
827411,1461892,926870,2022-yilda chop etilgan.,86,110,,Dinara Muminova: Ajoyib Kaktus qachon chop etilgan?,Dinara_Muminova_Ajoyib_Kaktus.txt,"Dinara Muminova: Ajoyib Kaktus
Dinara Muminova: Ajoyib Kaktus
Kitob 28 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dinara-muminova-azhoiib-kaktus"
827412,1461363,926871,REGBOOKS,217,225,,Registon o'quv markazi qoshidagi nashriyot nima deyiladi?,Abituriyentlar_matematikasidan_mukammal_qollanma.txt,"Abituriyentlar matematikasidan mukammal qo‘llanma
2020-2021 o'quv yilidan boshlab abituriyentlar O'zbekiston tarixi, ona tili hamda matematika fanlaridan majburiy fan testlarini topshirishlari belgilab qo'yilgan edi.
REGBOOKS nashriyoti tomonidan majburiy fanlarga tayyorgarlik ko'rayotgan abituriyentlar uchun maxsus qo'llanmalar chop etildi. 
 
Bu kitob aynan asosiy fanlarida matematika blogi bo'lmagan yo'nalishlar uchun yaratilgan yagona va maxsus kitobdir. Endi ko'plab kitoblarni o'qishga hojat yo'q! 2020-yilda chop e"
827413,1461893,926872,Rassom: Asilaxon Shadixodjayeva,42,73,,Dinara Muminova: Quyoshning sirli botishi kitob rassomi kim?,Dinara_Muminova_Quyoshning_sirli_botishi.txt,"Dinara Muminova: Quyoshning sirli botishi
Rassom: Asilaxon Shadixodjayeva
Kitob 28 betdan iborat. 2021-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dinara-muminova-kueshning-sirli-botishi"
827428,1461369,926882,"Abror Pir Muhammad: Sayr ham sayr, sport ham... yoxud Terma Taqim tabibining taassurotlari. Marokashning maroqli va mahzun manzaralari",0,134,,Futbol o'yinlarida chiqadigan shifokorlar haqida ko'proq ma'lumot bilmoqchiman,Abror_Pir_Muhammad_Sayr_ham_sayr_sport_ham_yoxud_Terma_Taqim_tabibining_taassurotlari_Marokashning_maroqli_va_mahzun_manzaralari.txt,"Abror Pir Muhammad: Sayr ham sayr, sport ham... yoxud Terma Taqim tabibining taassurotlari. Marokashning maroqli va mahzun manzaralari
Mamlakatimiz sporti, bilxossa futbolimiz jonkuyari, futbol bo‘yicha O‘zbekiston terma taqimi va “Lokomotiv” jamoasining tabibi, sport tabobati bo‘yicha yetuk mutaxassis Abror Pir Muhammad qalami qayralib qolgan xalqaro jurnalist sifatida sport adabiyotimizga kirib kelmoqda. Terma taqimimiz bilan du"
827417,1461894,926874,Kitob 28 betdan iborat,92,114,,Dinara Muminova: Tomchi qayerga ketti kitob necha sahifadan iborat?,Dinara_Muminova_Tomchi_qayerga_ketti.txt,"Dinara Muminova: Tomchi qayerga ketti
Bunyodning qo'zichog'i Tomchi va uning sarguzashtlari
Kitob 28 betdan iborat. 2022-yilda chop etilgan.
Ko'proq: https://asaxiy.uz/uz/product/dinara-muminova-tomchi-kaerga-ketti"
827381,1461352,926842,Abdurashid Nurmurodov: O‘lim ko‘z yosh to‘kkanda,0,48,,Ikkichi jahon urushi davridagi ajdodlarimiz jasorati haqida ko'proq bilmoqchiman?,Abdurashid_Nurmurodov_Olim_koz_yosh_tokkanda.txt,"Abdurashid Nurmurodov: O‘lim ko‘z yosh to‘kkanda
Ikkinchi jahon urushida fashizmga qarshi kurashib halok bo‘lganlarning, mamlakatimiz ozodligi va mustaqilligi uchun jon bergan O‘zbekistonning barcha o‘g‘lonlari xotirasini yod etib “Zabarjad Media”dan navbatdagi shedevr asarni kutib oling
Ikkinchi jahon urushida o‘n millionlab odamlar halok bo‘ldi"
827418,1461366,926875,5-7,122,125,,Алифбони асосан қайси ёшлар орасида ўрганиш керак?,Abror_Akbarov_Alifbo_–_oqishni_va_yozishni_organamiz_rasmlarni_boyaymiz.txt,"Abror Akbarov: Alifbo – o‘qishni va yozishni o‘rganamiz, rasmlarni bo‘yaymiz
Ҳурматли ота-она ва Устозлар !
Ушбу ҳуснихат 5-7 ёшдаги болалар учун мўлжалланган. У орқали фарзандингиз ҳарф таниши, уларни ёзиши ва айни ҳарфлардан бошланадиган тасвирларни аниқлаб, уларни чизиб, бўяши ҳам мумкин. Мазкур ҳуснихатни таркиблашда боланинг нутқини бойитишга алоҳида урғу берилган. Уни ўзлаштиришга киришган бола танишган ҳарфи билан "
